"col1";"col2";"col3";"col4";"col5";"col6";"col7";"col8";"col9";"col10";"col11";"col12";"col13";"col14";"col15";"col16"
"1";-0.25012479756858;-0.773818823257544;-0.476804580433808;-1.32557059979842;0.155495405876244;-0.89093054471324;-0.199793256380372;-0.932716282533371;0.242666502517289;-0.391119053159156;0.754812743078225;-0.741581848118431;0.350909046318254;0.0332907638580118;0.318374447359395;-0.343367802878118
"2";0.0325436197772309;0.192656345553201;0.359497909537034;0.176524555271645;0.780341455252793;-0.0146125876159879;0.940877205554264;0.0259157523777331;0.655285857605062;0.663128120124839;1.17664868319863;-0.183461400966192;1.43683868546056;1.27746056750573;1.31763184464748;0.591983764724727
"3";-0.206037976218756;-0.637757383233836;-0.620271316570508;-0.826955743907786;1.34802426487671;-0.361967662241832;-0.051094744153759;-0.0203674238990773;-0.0661307451179181;-0.409188927738772;-0.376042299133431;0.237019251818213;-0.48121397199857;0.956261123818401;0.532585745616879;0.612866978582485
"4";-0.223361133930608;-0.174845845346029;-0.215207794093414;0.019096009751696;0.402273523453358;-0.00088986061901955;0.208162912851346;-0.111880609613791;0.396737797787967;0.214004189323104;-0.0352955145239482;-0.461884825403954;-0.258336886674148;0.202384411412493;0.0973071745928301;0.0949442210003388
"5";-0.853714186555725;-0.209894356989385;-0.0814825466205066;-0.147150491164905;-0.485063216245363;-0.0148280213792221;-0.2899386710613;-0.0739911948564497;0.184976766881046;0.286946256900416;-0.196489486181391;-0.325217033411739;0.0888592807307607;-0.121147378709801;0.403105183116821;-0.222287484365356
"6";-0.337489326215023;0.0204029041026325;-0.338265140549735;-0.227538741957434;-0.0336982777490781;0.0847015388376887;-0.422577741856287;-0.00277153465415131;-0.163290695589604;0.099043863144386;-0.276488559263527;-0.485309421525005;0.111332270838532;0.00244417353084037;0.300874317502857;-0.433167454765096
"7";0.171343968366932;0.42863319265725;0.320029791462754;0.680661321548165;0.178475007359983;0.108034696321805;0.347888076159433;0.39695186389356;0.0518262085684076;0.339609982372832;0.504516687568593;0.0451474945032555;0.523594531864314;0.224546736282531;0.0528561636865708;0.0950271501656814
"8";-0.652875076725616;-0.0142698095873346;0.0703988936417813;0.336416062204113;0.0294363936315968;-0.265641172395217;-0.0758580036833991;0.0728821400355031;-0.062290152668104;-0.126222787796455;-0.0762057294147219;0.193888325871722;-0.201544462259202;0.358833470186648;-0.102529389279129;-0.256783667882883
"9";-0.072317757223334;0.0391061332398102;-0.0444815763988167;0.176243595877884;-0.358251913848738;-0.337622978484955;-0.242379094754019;-0.194055952038894;-0.379442859293088;-0.187421325238452;-0.567364111277788;0.0876551094346262;-0.0844934294612134;0.152975192779918;-0.0909397858550332;-0.480403220558732
"10";0.0251547117989305;0.123897934565598;0.206691820737796;0.259597198227404;0.0225043396470594;-0.244955589221005;0.719730823827164;0.324152740327284;-0.275112753682666;0.170596021082043;-0.256066611996141;0.442228202762682;0.60361860908182;0.4689149850973;-0.0523027654292081;-0.0749394839154082
"11";0.157025260940707;0.187751603724307;0.215014245667642;0.670175401704394;-0.161913372054025;-0.192308560862228;0.41413053803779;0.248515958052817;-0.112560122368156;0.164692795258308;0.538061525765798;0.167881309765878;0.443973156744524;0.0993563013543717;0.0309443223680856;-0.112086091284698
"12";-0.114079279243447;-0.010399373305364;0.129494273720934;0.459215776231922;-0.117487780212055;-0.0503898804521516;0.255070136459813;0.017645286894378;0.102126159776205;0.596525625445215;0.45794145995543;0.348746440813873;0.336395798532498;0.0311220328336783;-0.194043923909622;-0.086538241224858
"13";-0.32516484618062;0.204401338683656;0.274399477512932;0.537155448326677;-0.559039325762158;0.230946887617234;0.0794534524534229;-0.303947174468954;-0.577145299023884;0.822572033869446;0.949110258176329;-0.149118219278114;0.265940586581858;0.252483350094524;-0.579532332213033;-0.315485278666688
"14";0.103376898067553;-0.0239233194998126;0.155502000766779;0.0181331158899309;-0.0111485451645148;-0.0840700855959315;1.57142832393885;-0.0974615194844691;0.471175541980454;0.300610053826093;0.5564421815332;-0.424371243282579;0.234750501907243;0.111684941498481;0.688341901488024;0.157370432943021
"15";-0.133233515560104;0.426337962613524;0.306908286856253;-0.815305890842888;-0.278382454959832;0.341845824556252;-0.192874613929364;-0.138502946988626;0.371666683280881;0.157944650547535;-0.0738045184757049;0.0179105452226888;-0.356885296483346;0.454240907847899;0.0888222866214828;0.117851966418566
